assist_diff,cs_diff,diff_level7_count,diff_mean_level,firstBlood_diff,firstDragon_diff,gold_diff,kill_diff,towerplates_diff,wards_killed_diff,wards_placed_diff,target
10,22,-1,8.4,1,0,2628,6,1,1,-2,1
3,2,-1,-1.2,-1,0,242,-1,1,-1,-21,1
-10,-1,-3,-39.8,-1,0,-3511,-7,-2,-6,0,0
3,-23,-3,-15.0,1,0,275,1,-1,4,1,0
4,14,-2,-20.0,1,0,1343,3,0,-2,0,0
7,-12,1,15.0,1,0,1376,3,1,0,-26,0
1,-5,-1,18.2,1,0,404,1,-1,1,-20,1
-6,-19,2,4.4,-1,-1,-3387,-7,-4,5,-4,0
1,18,-1,-10.4,1,-1,1070,2,0,-3,11,0
0,-31,1,-3.2,1,0,60,3,0,-1,21,0
14,18,-2,-79.6,1,0,2452,6,0,3,4,0
3,52,1,62.2,1,0,2076,3,1,3,-4,1
1,-2,1,13.0,-1,0,159,0,-1,2,-3,0
3,6,1,42.0,-1,-1,2879,7,-1,1,-1,1
-6,-17,0,-50.6,-1,-1,-2241,-3,-1,2,-10,0
8,40,1,-31.4,1,0,2957,6,0,-1,3,1
9,53,-1,-5.0,-1,1,3453,6,1,0,2,1
5,-30,2,1.2,-1,0,1899,6,0,-1,-6,0
3,29,0,19.4,-1,-1,590,0,0,-1,-3,0
12,46,2,78.8,1,0,4037,6,2,1,23,0
3,-8,0,-16.4,1,-1,-122,-1,1,-2,0,0
7,6,2,6.6,1,-1,1997,5,0,-3,1,1
3,-19,-1,-13.4,-1,-1,-804,-2,1,-2,0,1
3,-17,-1,-13.6,1,0,-112,2,0,2,18,1
-8,-22,-1,18.2,-1,-1,-2640,-5,0,-4,-17,0
-2,9,0,2.0,1,-1,225,0,-2,3,-5,0
3,0,1,44.2,1,0,2745,6,3,-1,-2,1
-1,-14,1,-4.0,1,-1,588,1,1,-1,-134,1
-6,-42,3,81.8,-1,-1,-3437,-6,0,1,-2,0
9,-1,-1,-149.0,1,0,2718,8,0,2,2,1
-4,-16,0,-23.4,-1,-1,-2465,-5,1,-6,0,0
5,-22,2,134.2,1,0,1277,3,2,0,17,1
-5,11,0,-26.0,-1,0,-454,-2,1,-3,14,0
0,-10,-1,-0.6,0,0,-197,0,0,0,1,0
2,-10,0,81.8,-1,-1,559,1,1,3,-25,0
12,16,2,105.4,1,0,2567,6,-1,0,-17,0
-10,-36,1,83.0,1,1,-1094,-1,1,1,0,1
3,-13,-4,-84.2,1,-1,611,3,0,-2,6,0
0,-4,-1,-70.8,-1,0,95,0,-1,3,-4,0
0,20,-2,58.6,1,1,1559,0,2,2,-1,0
-2,10,0,22.0,-1,-1,-334,0,-1,-4,5,1
4,19,0,-47.6,1,0,1499,2,0,4,12,1
-8,-7,-3,-26.0,-1,-1,-2039,-4,-1,2,14,1
0,-27,1,65.0,1,0,-171,3,1,1,-1,0
7,-15,0,-8.8,-1,-1,431,1,-2,1,0,0
-2,-25,0,-16.6,1,0,-1350,-2,0,-2,6,0
-1,-23,-1,-49.0,-1,0,-92,0,-1,0,19,1
-4,-3,1,49.4,-1,-1,-953,-2,-1,-1,-18,0
0,-6,1,65.6,1,0,816,2,-1,-2,6,1
-3,-12,-2,-155.4,-1,-1,-1151,-1,-1,0,76,0
1,0,-1,-0.6,-1,-1,496,0,0,1,-20,1
0,0,0,-49.2,1,-1,-10,0,-1,4,-4,1
-4,21,1,17.0,1,0,396,1,1,4,10,1
3,48,0,-18.2,1,-1,1846,3,0,3,2,1
-3,11,2,124.8,1,-1,-601,0,-1,-1,3,0
0,-3,-1,148.4,1,0,-254,0,-1,4,17,0
5,8,-1,-53.4,1,0,1509,3,1,3,12,0
-3,9,1,20.6,-1,-1,-542,-2,0,-2,-4,0
2,15,-1,-120.4,1,-1,788,1,1,7,-2,1
1,-38,0,70.6,-1,0,-1040,-1,-1,4,-36,1
-6,5,-2,33.6,1,0,-662,-1,-1,-1,-16,1
3,-31,0,-74.6,1,0,99,1,0,-2,4,1
1,-64,1,32.4,1,0,-398,2,-1,0,1,0
-10,-38,0,33.2,-1,-1,-2943,-5,0,1,5,1
5,12,-1,1.0,1,0,1113,3,-1,-2,-4,1
1,-29,0,42.2,-1,-1,-2174,-7,-2,-5,6,1
4,14,0,51.6,1,1,1076,2,0,0,-2,1
4,10,-1,-49.0,1,-1,1351,2,0,-5,6,1
4,-15,1,49.0,-1,-1,165,1,-1,-1,-56,1
-2,-15,0,-8.2,1,0,964,5,1,-1,2,1
-6,26,-1,19.0,1,0,-699,-3,0,0,5,1
-7,-16,-1,-49.8,-1,1,-1849,-4,0,-4,1,0
6,-38,1,1.6,1,0,858,4,-1,0,-3,0
4,44,1,40.6,1,0,3127,5,2,-1,2,1
-2,1,-1,13.0,-1,0,-231,0,-1,3,-3,0
6,3,0,89.8,1,0,2632,6,1,3,2,1
1,-14,-2,-11.6,-1,0,-1270,-4,0,0,-8,1
-6,47,1,81.6,-1,0,-1052,-6,0,-1,0,1
-8,-21,1,-34.6,-1,1,-2203,-4,2,-1,-100,0
-4,12,0,7.2,1,0,601,2,1,-3,-2,1
-4,4,0,5.6,1,0,-46,0,1,1,-17,1
-1,8,-1,-27.8,-1,-1,-57,-1,-1,5,-2,0
14,46,1,30.8,1,1,3663,6,2,6,-92,1
-7,4,0,3.2,-1,0,-2254,-6,0,2,-5,0
-6,9,0,-6.0,-1,0,-1378,-5,-1,-1,-7,0
6,18,1,69.8,1,1,2594,6,0,1,0,1
5,16,0,36.6,1,-1,1220,2,0,0,-88,1
-2,-8,0,-58.2,-1,0,-1409,-2,2,-6,-3,0
0,-5,1,19.2,-1,0,417,3,0,-5,3,0
-13,-56,1,26.0,-1,-1,-5414,-13,-2,3,-2,0
-2,-4,1,24.0,1,-1,13,3,1,2,1,0
-2,-21,1,-42.0,-1,0,-520,0,-1,4,17,1
-1,-35,0,-7.0,-1,0,-917,-1,0,2,-346,1
-2,-22,1,26.0,-1,0,-312,1,-1,-1,-24,1
-4,-43,1,20.0,-1,0,-1163,-1,-1,-2,1,1
-3,14,1,-15.6,-1,0,-185,0,0,2,0,0
4,-14,-1,-9.8,1,0,1526,4,0,1,34,1
-8,-10,-2,-4.8,-1,-1,-1179,-1,0,-2,0,0
-3,5,-1,3.4,-1,0,-869,-1,1,2,2,0
-2,15,0,-73.2,1,0,-112,1,0,0,-3,0
0,-3,0,87.4,1,0,-658,-4,1,-2,-20,1
8,31,0,-27.8,-1,1,2907,5,0,2,-8,1
2,-3,-1,13.4,1,0,821,1,1,3,86,0
-2,-5,-1,-20.2,1,0,-1189,-2,-1,-2,4,0
0,94,0,1.2,1,-1,2640,1,1,1,-22,1
-4,-27,-1,-16.2,1,0,-1085,0,0,1,0,0
0,-18,-1,-24.6,1,0,-70,-1,0,-4,1,1
-5,-43,1,24.0,1,1,-2968,-4,-2,-3,-4,0
0,-22,2,19.4,1,-1,-442,1,-2,0,3,0
-7,19,0,-16.4,-1,0,-872,-3,0,-2,15,1
-3,-3,-2,-15.6,1,0,-2119,-5,-2,3,-3,0
-3,-25,0,37.8,-1,0,-1658,-2,-1,-2,13,1
-17,-39,1,29.2,-1,-1,-3410,-7,1,5,-36,0
3,-9,-2,-6.6,-1,-1,1939,5,0,-1,-1,0
-26,-47,0,-70.4,-1,-1,-4810,-12,-3,0,-27,0
1,21,-1,31.6,1,0,656,1,0,-4,-20,0
-3,11,-1,-14.4,1,0,-1332,-4,0,2,0,1
2,-10,1,-8.0,1,0,751,2,0,-2,-3,1
0,-39,1,28.4,-1,0,-1297,-1,1,-3,1,0
2,0,-1,-37.4,-1,-1,-272,-2,0,-2,-2,1
-8,20,0,-63.4,-1,0,107,0,1,-1,5,1
8,-20,0,15.8,1,-1,3381,9,1,2,-196,1
-2,-6,-2,-15.8,-1,-1,-1110,-1,-1,-1,2,0
0,-20,2,26.0,1,0,-991,-1,0,-2,0,0
9,-44,3,12.4,1,0,1222,6,-2,2,14,0
-5,-23,-2,-76.2,-1,-1,-1045,-1,-1,2,-6,0
7,-29,-3,-83.2,-1,-1,522,1,0,-2,7,1
3,-18,0,55.6,1,0,187,1,0,1,95,1
-5,23,1,2.8,1,-1,-2462,-8,0,-2,-46,0
2,40,-2,-32.4,1,0,1824,2,1,2,-1,1
-16,-63,-3,-74.4,1,0,-5731,-10,0,1,6,0
6,54,2,-14.6,1,0,3135,7,0,0,4,1
5,24,1,-9.6,-1,0,1675,4,0,1,-1,1
4,7,0,-10.2,-1,1,1101,2,0,1,5,0
9,-25,2,-50.0,1,1,1041,5,3,2,3,0
-1,7,1,31.6,1,0,159,1,1,3,1,0
0,4,0,28.6,-1,0,-1056,-4,1,1,-5,0
-6,33,-1,23.4,1,-1,-131,-1,2,2,-5,0
4,44,2,26.2,-1,1,2995,4,1,3,20,1
6,-2,3,17.2,1,1,1516,4,0,1,3,1
4,8,1,13.4,1,-1,1655,2,1,6,-10,1
3,-21,1,71.8,1,-1,740,3,0,0,-5,1
-13,42,-1,-62.6,-1,1,-1663,-6,2,5,-25,0
9,31,1,-39.6,1,0,3623,7,0,-2,-4,1
-4,-41,-1,-69.4,-1,0,-2336,-3,0,-2,-2,0
3,-30,0,28.2,-1,0,-1196,-1,-1,-3,8,1
11,41,0,-28.2,1,0,4087,7,1,3,-1,1
2,61,-3,-23.2,-1,0,1957,0,0,6,0,1
-17,-61,1,11.8,-1,0,-7310,-15,-1,0,-11,0
-2,34,0,-24.4,-1,0,1685,1,0,-4,1,1
6,50,-2,-51.4,1,-1,3275,6,2,3,-7,0
1,-7,-1,2.4,-1,0,-538,-2,0,-1,2,0
-3,-29,-2,-6.6,1,-1,-2022,-5,0,-1,-2,0
3,0,2,-8.8,-1,0,887,2,3,0,2,1
3,-8,0,23.6,-1,0,377,1,0,-3,-5,1
-2,-13,-1,21.2,1,-1,-1422,-1,-3,1,-8,0
-1,52,2,9.0,1,-1,945,0,0,-3,4,0
-2,16,0,16.0,-1,0,235,-1,1,-2,8,1
-1,35,0,9.6,-1,-1,492,-1,1,0,-25,1
-1,4,0,9.8,-1,-1,1360,2,0,-3,-23,1
1,-11,-1,-11.2,-1,-1,-1321,-2,0,1,2,0
3,-1,1,-6.4,-1,-1,1188,3,-1,1,-28,1
-1,29,1,4.8,1,1,2703,5,3,0,1,0
4,-40,1,-74.6,-1,0,230,2,1,1,-10,1
-4,1,-1,-30.0,-1,0,-1697,-5,0,1,16,0
5,-14,3,5.2,1,0,-357,-1,-1,0,-18,0
3,5,0,-49.8,1,0,667,1,-1,-1,-17,1
5,-21,3,29.2,1,0,778,3,1,0,-19,1
1,-9,-3,-3.2,-1,-1,-187,0,-1,-3,36,0
-2,1,-2,0.6,-1,-1,-509,-2,0,3,-24,1
0,49,-1,-91.2,-1,-1,-137,-6,1,1,-3,1
8,-42,1,-25.8,1,0,1676,4,0,0,-42,0
-2,13,0,106.0,-1,-1,-1045,-3,-1,-2,5,1
12,15,2,6.0,1,1,2388,8,0,5,96,1
-7,4,1,38.8,1,0,-1309,-3,1,1,1,0
-6,-27,-2,-5.0,-1,-1,-1834,-4,-1,-4,21,0
3,-5,-2,56.8,1,0,-667,-1,-3,2,-70,1
-2,-26,-1,-6.2,-1,0,-2056,-5,-2,-1,-10,1
5,-27,1,-35.8,-1,0,98,1,1,0,15,0
-1,-18,1,-14.4,-1,0,-1552,-2,-1,3,20,0
-7,-14,-1,-83.8,1,0,-2539,-6,0,1,-15,0
5,2,0,-0.4,-1,0,1060,2,0,3,-3,0
1,12,-2,-58.2,1,-1,665,-1,0,-1,2,1
5,-13,-2,34.0,-1,0,1601,4,1,1,23,0
4,-15,3,-4.2,1,-1,2016,5,0,2,25,1
6,7,1,12.8,-1,0,1682,4,2,-2,-2,1
-4,-5,-1,-70.4,1,1,-2421,-5,1,0,-2,0
4,61,0,-32.2,1,1,3104,4,2,-3,2,1
7,6,0,3.2,1,1,2271,7,1,1,-17,1
-1,-10,2,59.8,1,0,-886,0,0,1,0,1
10,-17,1,96.6,1,0,3394,9,1,1,-6,1
10,34,0,-34.4,-1,1,3061,4,-1,3,18,1
-4,-29,0,39.8,-1,0,-179,1,0,0,-1,0
2,17,-1,-67.8,-1,0,-34,-1,0,-3,18,0
0,-1,2,70.8,-1,0,1098,2,0,3,32,0
0,4,1,2.8,-1,0,343,0,1,0,-1,1
-4,-13,3,83.8,1,1,-1749,-3,-1,-2,-4,0
4,14,1,25.8,-1,0,1859,5,-1,-3,23,1
2,27,1,42.4,1,0,2854,6,2,9,-3,1
2,5,-2,-7.6,1,0,1579,4,2,-2,5,1
-1,19,0,-23.8,-1,1,-708,-2,0,-2,1,1
-2,15,0,-21.2,1,0,-2300,-7,2,1,-7,1
8,-8,-1,-57.2,-1,-1,-258,-1,0,-2,-10,0
-7,5,-2,-9.6,-1,0,-1773,-4,-3,2,-26,0
14,-33,1,84.6,1,0,1872,5,1,0,6,0
1,6,-1,-10.6,-1,0,-1296,-3,-1,1,-1,1
-9,48,0,-5.6,-1,0,168,0,0,-3,3,1
4,-12,1,-17.4,-1,-1,36,0,0,1,2,0
-4,-41,0,30.2,1,0,-109,2,1,0,-40,0
1,-25,-1,3.2,-1,-1,-839,-2,0,1,5,0
-13,19,1,-76.0,1,-1,-742,-2,0,2,3,1
-3,-29,1,-19.8,1,-1,-224,-1,-1,1,-4,0
-4,0,-1,-48.0,-1,-1,-1319,-3,-1,1,6,0
2,28,1,-1.4,1,0,1303,3,1,2,-98,1
-2,36,2,-19.4,-1,1,-83,-4,0,2,-3,1
3,-11,0,-16.8,1,0,-9,0,2,-1,21,0
-2,-28,1,-37.4,1,1,-2098,-3,-1,-2,3,0
4,6,0,-25.2,1,0,-666,-2,1,0,18,0
-2,-16,0,-26.6,-1,0,-886,-3,0,-2,-2,0
2,28,1,11.2,1,0,1922,6,-1,1,-1,1
1,36,1,2.6,-1,0,1853,2,1,-2,-7,1
-8,-10,0,-1.8,1,-1,-1450,-3,1,-2,4,1
2,-5,0,-70.4,1,0,1184,3,1,3,-131,1
4,45,2,47.8,1,1,1727,2,1,2,-30,0
-1,-27,-1,-22.6,-1,-1,-1016,0,-3,0,19,0
-4,17,-1,-18.4,1,0,-1320,-4,-2,2,-3,1
5,67,2,51.6,1,1,3674,6,2,2,-10,1
6,-24,0,-46.6,1,0,840,3,0,-1,4,0
0,9,0,26.2,-1,0,896,1,1,3,16,1
3,-7,2,27.8,-1,-1,1101,5,-1,-2,3,1
-7,3,1,81.0,-1,0,-449,-4,0,0,13,0
0,-25,0,-6.0,1,-1,-844,0,0,-2,-7,0
2,-3,2,12.0,1,0,224,1,0,-3,28,0
8,35,-2,2.4,1,-1,3872,9,0,3,5,0
6,-4,1,-31.8,-1,0,642,1,-1,-3,0,0
-4,4,2,13.4,1,1,-1365,-4,-2,-1,-4,0
-1,-19,-2,-19.6,-1,0,-1160,-2,0,3,-93,0
-9,-8,-3,-17.6,1,-1,-1774,-4,1,1,-2,0
8,26,-1,0.4,1,0,3104,5,0,1,-102,1
-7,11,-2,-46.4,-1,1,-1561,-3,0,1,3,1
9,0,0,-15.8,-1,0,3315,8,0,1,0,1
0,48,-2,-18.8,1,1,184,-2,0,2,-37,1
-5,-9,0,-2.8,-1,-1,-880,-2,-1,3,-82,1
-4,-20,1,2.0,-1,-1,-573,-1,0,3,-5,1
6,38,0,3.8,-1,1,843,0,1,3,-1,1
1,3,0,-1.8,1,0,667,1,1,0,0,0
-6,-30,0,5.4,-1,0,-2194,-5,-1,3,-22,0
3,3,2,19.4,-1,0,-564,-2,-1,0,6,1
-2,18,-1,-3.2,-1,-1,471,0,0,-4,0,1
4,13,-1,58.8,1,-1,1969,3,1,-3,0,1
0,23,1,22.8,1,-1,1291,1,0,1,2,1
1,-11,3,8.0,1,0,48,0,-1,-1,-2,1
0,0,0,-5.0,-1,0,-648,-2,-1,3,94,0
3,7,0,34.6,1,-1,1012,2,0,2,-3,1
-6,-4,-1,9.2,-1,0,-1435,-2,-2,0,-12,1
-1,-2,-1,-19.8,-1,0,-102,0,1,-2,3,0
6,23,0,15.0,1,0,2462,6,0,-2,29,1
3,-2,1,56.6,1,0,495,2,0,-1,2,0
-2,6,-1,-4.2,1,0,-587,-1,0,2,-1,0
-2,-18,0,72.4,1,0,-661,0,-3,0,-52,1
7,48,-2,-54.4,-1,1,2248,3,1,4,-24,1
2,-10,-1,9.6,-1,0,-318,-1,0,-1,1,0
-5,5,-1,11.2,-1,-1,-266,-3,0,3,-2,0
3,14,0,-12.0,-1,1,1667,3,1,2,-1,1
1,-20,-1,4.6,1,0,-1068,-1,-2,-1,-2,1
12,-19,1,31.2,1,0,1640,6,0,3,15,1
0,-19,0,50.6,1,0,-353,0,-1,1,1,1
0,2,-1,-28.2,-1,0,-481,0,-1,1,-12,1
-8,-9,-1,-57.8,-1,1,-2149,-2,-1,-1,-1,0
17,10,-1,-14.6,1,0,3767,9,0,-1,4,1
3,16,-1,-15.2,-1,1,1158,3,1,-2,7,1
-6,12,0,-18.2,-1,0,-2222,-6,-2,-2,-18,0
2,8,0,-1.6,1,-1,1177,2,0,-2,2,1
0,15,1,-140.6,1,0,-392,0,-2,-4,-4,1
7,18,2,-52.8,1,-1,3629,9,0,3,-18,1
6,-23,-2,-13.2,1,0,1128,4,-4,1,-8,0
-3,37,1,19.2,-1,0,-588,-3,-1,1,-4,1
-2,-16,2,74.6,-1,0,-2276,-7,-1,5,-4,0
1,-36,1,-15.4,1,0,-1152,0,-1,3,-20,1
6,24,-1,7.2,1,-1,1429,3,1,3,5,0
-2,-16,-2,-11.0,-1,1,-1668,-4,-1,3,0,0
5,22,0,73.0,-1,-1,917,2,0,0,97,0
-3,-11,0,-12.4,-1,0,-1713,-3,2,0,-2,0
12,-5,0,31.2,1,1,1650,5,-2,3,-2,1
-7,-17,1,78.6,1,0,-2090,-4,0,5,0,0
0,-37,0,-44.6,-1,0,-1077,-1,-1,2,18,1
-3,7,1,50.4,-1,-1,-332,-1,0,3,-4,0
5,-22,3,49.8,1,0,1051,6,0,-1,0,1
0,-6,1,-37.6,-1,0,-202,1,0,1,1,1
-7,-1,0,8.4,-1,0,-1939,-3,-2,-5,6,0
0,-20,-2,-27.8,-1,0,-67,1,0,-2,-18,1
-1,13,0,-1.0,1,-1,-38,0,-1,3,-8,0
2,24,-2,-16.8,1,0,1723,5,0,-1,-1,0
-4,15,0,55.4,1,1,-1507,-4,-2,1,1,0
-12,-9,0,-34.8,1,-1,-3392,-8,0,2,-5,0
-1,-22,1,29.4,-1,0,-1650,-2,-1,-1,2,1
-2,-27,-1,13.2,-1,-1,-828,-1,-2,2,-4,0
0,25,-3,-7.4,1,0,1160,3,0,2,-3,1
-4,-5,-2,-8.6,-1,1,-1375,-3,1,-4,12,0
-2,21,-1,-7.2,1,-1,413,0,0,-2,31,0
-4,8,-1,-22.8,-1,-1,-1273,-3,1,-1,-20,0
1,23,2,-39.4,-1,0,1287,2,-1,-4,62,1
-10,-14,1,-4.8,1,-1,-2592,-6,-1,1,-5,0
-8,-15,-1,43.8,-1,-1,-2777,-7,-1,1,-2,0
2,-2,0,4.6,1,0,758,1,3,-1,-1,1
-3,-22,-1,-1.0,1,0,-1648,-4,0,-1,-22,0
2,-22,0,49.8,1,0,665,2,-1,1,-3,0
7,24,2,11.4,-1,0,3250,7,1,-3,29,1
-1,10,-1,12.2,1,-1,779,1,-1,5,13,1
6,36,0,-15.2,-1,0,2164,2,1,2,0,1
-7,1,0,29.6,-1,0,-1336,-5,0,1,-5,0
2,20,3,19.4,1,0,1444,3,1,1,-57,1
-4,-53,-2,-50.6,-1,0,-3095,-6,-1,1,2,0
-5,12,0,5.6,-1,-1,-1206,-5,-1,1,-6,1
-5,-32,1,37.4,1,0,-2925,-5,-2,-1,-19,0
-2,-21,1,-4.4,1,0,-1765,-2,0,-3,-54,1
0,6,-2,-52.4,1,-1,889,1,0,-3,-85,1
12,16,3,40.2,1,0,2752,5,-1,1,23,1
-5,-4,-1,51.4,1,-1,-1407,-3,-1,-1,-21,0
11,3,-1,-1.0,1,-1,3228,8,1,-4,2,1
-6,-2,-2,26.0,-1,0,-900,-2,-1,-4,2,1
0,-28,-2,-21.4,-1,0,-249,1,-1,-1,-17,0
-9,-2,-2,-16.4,-1,0,-3008,-9,-1,2,2,0
-3,3,-1,-29.6,-1,0,-456,-1,1,-2,-3,0
0,-17,-1,2.2,-1,0,371,2,1,-1,11,1
9,-8,1,-66.0,1,-1,2357,6,1,0,3,1
3,-1,0,33.4,-1,0,502,2,-1,1,-97,1
-1,-23,-1,-1.4,1,0,-776,-1,-1,-4,4,1
-6,-1,-1,0.8,-1,0,-2249,-6,-1,2,5,0
-1,24,0,14.2,1,-1,513,0,1,-5,11,0
8,32,3,20.2,-1,0,3258,6,0,2,-2,1
-5,-6,0,-6.2,-1,-1,-140,0,-1,2,1,0
-6,-15,2,0.2,-1,0,-2084,-3,0,0,-3,0
-1,2,1,4.0,-1,-1,-160,-1,0,-1,14,1
6,32,1,3.6,1,0,2083,3,1,2,18,1
-2,-34,2,11.8,-1,0,-509,1,0,0,0,0
7,-27,-3,-22.0,-1,-1,872,3,-1,-1,73,1
6,60,-2,15.0,1,0,2228,3,1,2,2,1
13,37,-1,-4.6,1,1,4101,7,2,0,-20,1
-13,34,0,-30.6,-1,-1,-1893,-6,0,1,-3,0
2,-27,0,-11.4,1,0,-715,0,-2,0,-84,0
7,10,0,-20.0,1,0,1969,1,-1,3,-19,0
-2,54,0,-6.4,-1,-1,942,1,0,-1,-3,0
-4,17,-3,-31.8,1,-1,-749,-2,-1,2,-18,1
7,5,-1,-22.0,1,0,2546,5,0,1,2,1
1,-40,0,98.0,-1,-1,-841,2,-2,-3,5,1
4,-22,1,78.6,-1,0,526,2,-1,-5,1,1
-1,36,-2,-52.6,1,0,1588,3,2,5,3,1
-4,-7,-2,17.0,-1,-1,-1151,-3,-1,3,2,0
-1,29,-1,-4.0,-1,0,-882,-3,0,-1,3,0
1,-9,2,-9.0,1,0,447,1,3,-4,15,1
10,2,0,-10.0,-1,0,2001,7,-1,-3,97,1
7,30,0,15.2,1,0,1458,2,-1,1,-1,0
12,-28,-2,-44.6,1,-1,2040,6,-1,-1,-19,1
4,9,-1,60.4,1,0,858,1,1,-1,12,1
17,6,-1,6.6,1,0,4842,11,0,1,-2,1
-3,13,1,27.0,-1,-1,-902,-3,-2,-3,44,0
8,49,2,-19.4,1,1,4047,6,2,2,-31,1
-4,-28,-1,-3.2,-1,0,-3124,-6,0,-4,15,0
8,30,0,7.8,1,0,2323,4,0,0,2,0
-1,-6,2,-29.8,-1,0,-516,-1,0,2,63,1
-12,-15,-1,19.6,-1,0,-2004,-6,-1,3,-29,0
11,-5,0,-10.0,1,0,3521,8,-1,-2,22,1
7,35,-2,-32.2,-1,0,4021,6,3,0,-17,1
-1,-31,0,-15.6,-1,0,-964,-1,-1,-2,5,0
2,16,0,4.6,1,-1,1177,1,0,-2,-96,0
2,19,0,-54.4,1,0,1375,2,1,2,8,0
3,8,1,7.0,1,-1,1492,3,0,0,-17,1
-2,-29,0,66.0,-1,0,-1569,-3,-1,0,-7,1
-12,-8,-1,-0.8,1,-1,-3401,-8,1,-1,2,0
3,-3,0,4.2,1,0,-598,-1,-1,-2,17,0
4,42,-1,-40.4,-1,1,1875,2,4,0,6,1
1,41,2,22.2,1,0,3418,6,2,3,-21,1
-5,-11,-1,-7.8,-1,0,-778,-2,0,-3,-9,1
-1,-6,2,13.2,1,0,807,2,1,3,-20,1
1,-29,1,-66.2,1,0,146,2,1,3,-17,1
6,70,2,23.4,1,1,2904,6,0,1,-3,1
1,12,-1,-15.6,1,1,544,1,0,2,1,0
-4,8,1,-41.8,1,0,-1231,-2,-1,4,-4,0
6,-11,0,-4.2,-1,0,693,2,0,2,2,1
-4,-14,-1,-88.8,1,0,-3082,-6,0,2,15,0
0,33,1,6.6,-1,-1,483,-1,1,-1,-1,0
4,-6,-1,-10.8,1,0,357,2,1,1,4,1
8,54,0,-92.2,1,-1,3478,8,0,0,3,1
-3,-10,1,16.2,1,-1,462,2,1,-4,2,1
-1,1,-1,18.4,-1,0,-1423,-4,-1,5,-4,0
1,-16,0,-22.0,1,-1,630,2,0,-1,-25,1
-3,30,-3,-9.0,1,0,-1070,-5,0,2,-10,0
-6,20,-2,-35.2,-1,0,-771,-3,0,6,-3,0
3,7,-2,23.6,-1,1,277,1,-1,-2,0,1
0,17,1,47.6,-1,0,-856,-2,-1,-1,-3,0
3,-36,1,15.2,-1,-1,-598,-2,0,4,-63,0
-2,-1,-1,40.6,1,0,-824,-1,-1,-2,-108,0
-2,-28,-1,-78.4,-1,1,-323,0,1,-1,-2,1
-4,0,-1,0.4,1,0,-636,0,0,-4,3,1
0,9,2,167.2,1,0,637,1,0,2,18,1
-10,47,2,-12.8,1,1,-1587,-6,0,1,-6,1
9,-21,1,115.2,1,1,1713,5,0,-1,18,1
2,22,0,45.6,-1,1,1330,3,2,-1,-1,1
-5,20,-1,82.0,1,0,-82,0,0,2,-9,0
1,7,1,-54.8,-1,0,251,1,-2,0,1,0
12,10,1,-1.6,-1,-1,3902,8,2,1,-27,1
1,-42,-2,38.2,-1,0,-568,0,0,1,0,0
1,36,2,7.8,-1,-1,2112,2,3,-4,-23,1
3,11,-1,-15.2,1,0,1301,3,0,2,-4,0
3,-6,0,17.0,1,0,671,2,1,5,-4,0
-2,-43,0,-178.0,1,0,-2144,-2,-3,1,-42,1
1,17,-2,-13.4,1,0,-491,0,-1,0,-14,1
0,-36,0,2.2,-1,0,-1107,-1,0,0,0,0
-4,26,0,-7.4,-1,1,-875,-3,-1,0,1,1
-3,-20,1,2.4,-1,0,-1204,-3,1,-1,0,0
-2,-12,-1,0.8,1,-1,-505,0,0,-2,22,0
-11,-26,1,9.8,-1,-1,-1708,-3,-1,2,-7,0
-4,13,-2,13.0,1,0,-795,-2,-1,-5,15,1
-3,9,1,9.4,1,0,-1151,-4,1,-2,-2,0
-2,39,0,-50.8,-1,0,139,-2,2,2,-16,1
0,-23,2,58.4,1,0,1501,5,1,1,-5,1
13,-10,0,-27.4,1,1,1654,5,2,-1,-19,1
-8,2,-2,-25.2,-1,0,-1193,-3,0,1,3,0
1,-28,1,-2.8,1,0,-316,2,-3,1,-14,1
-12,33,-1,55.0,-1,0,-2083,-6,0,-7,24,0
0,-14,-3,10.4,-1,0,-425,-1,1,0,-16,0
-1,7,0,59.6,-1,1,-595,-1,-1,1,-1,0
-1,43,1,-0.8,-1,0,1474,1,1,2,1,1
4,-10,-2,-79.0,1,0,356,3,-2,2,-4,0
0,7,2,9.2,1,0,54,0,0,-2,5,0
-11,-26,-1,-1.2,-1,1,-3467,-8,0,-1,-22,0
6,-6,2,83.6,1,1,1875,4,1,1,2,1
4,23,-1,-12.6,1,0,1258,2,0,2,1,1
-10,32,2,-0.2,-1,0,-1342,-5,-1,-2,53,0
-3,-15,-2,-31.0,1,0,-656,0,-1,1,3,0
6,51,-2,-12.4,1,0,3521,6,1,0,24,1
-15,-35,-2,-29.2,-1,0,-3928,-8,-2,0,-28,0
2,48,1,-50.6,1,0,3633,7,1,3,-2,1
4,43,-4,-54.6,1,-1,2546,3,1,-1,-13,1
-5,-20,-1,11.2,1,0,-668,-1,-1,0,4,0
-1,33,0,-113.2,-1,1,279,0,1,0,5,1
1,10,0,36.4,1,0,-88,-1,1,4,-6,0
2,27,0,-0.2,1,-1,589,-1,0,1,15,0
-4,-19,1,-2.4,1,0,-1057,0,-1,1,11,1
2,34,-3,-23.6,1,-1,1604,3,1,5,-5,0
4,24,0,-0.6,1,0,2477,7,1,0,3,1
0,56,1,122.4,1,0,3294,5,1,-3,5,1
1,-3,1,-60.6,1,-1,347,2,-1,1,13,0
9,1,2,160.0,1,0,1881,6,0,-1,-2,1
